district;city;name;jan2021;feb2021;mar2021;apr2021;may2021;jun2021;jul2021;aug2021;sep2021;oct2021;nov2021;dec2021;jan2022;feb2022;mar2022;apr2022;may2022;jun2022;jul2022;aug2022;sep2022;oct2022;nov2022;dec2022;jan2023;feb2023;mar2023;apr2023;may2023;jun2023;jul2023;aug2023;sep2023;oct2023;nov2023;dec2023;jan2024;feb2024;mar2024;apr2024;may2024;jun2024;jul2024;aug2024;sep2024
Другое;Другое;Российская Федерация;88.7;88.96;89.64;89.79;90.5;91.26;91.53;92.34;93.1;93.67;94.3;95.42;96.3;97.58;116.87;131.92;135.27;136.96;137.45;137.13;138.75;139.65;139.92;140.37;141.5;141.24;141.25;141.43;141.42;140.33;140.33;141.27;142.39;144.04;143.96;144.13;135.4;135.13;134.61;135.16;134.79;135.02;135.87;135,87;135,76
;;Центральный федеральный округ;92.11;92.22;93.53;93.42;94.98;96.24;95.56;96.77;96.86;97.36;98.62;99.09;102.2;104.24;123.27;140.74;142.26;142.4;142.98;142.57;144.15;145.25;145.0;145.34;146.03;145.59;145.38;145.56;146.88;145.69;146.04;146.06;148.47;151.35;151.39;151.95;148.35;149.17;148.77;149.74;149.74;150.91;151.62;151,44;152,19
Белгородская область;Другое;Белгородская область;93.79;83.74;82.94;82.32;82.02;83.91;84.08;83.96;84.4;83.91;84.59;84.59;72.81;72.77;85.09;94.17;95.66;98.08;100.63;103.26;103.31;118.46;118.2;118.11;108.8;107.67;107.67;107.51;110.04;110.01;110.78;111.04;112.04;112.31;113.92;113.36;98.07;99.31;99.8;99.82;100.83;100.53;101.82;102,36;103,5
Белгородская область;Белгород;Белгород;98.16;81.4;81.4;81.83;81.47;83.65;83.63;83.16;82.26;81.33;81.91;81.13;66.53;66.07;85.05;93.44;94.79;97.08;97.08;97.32;96.0;121.42;119.17;118.52;102.23;102.05;101.41;100.97;103.24;103.48;104.69;104.65;104.3;104.91;106.85;106.37;101.98;103.8;104.54;104.54;105.72;105.32;107.03;107,03;107,46
Белгородская область;Губкин;Губкин;76.19;75.33;75.89;76.05;75.87;76.15;77.26;78;79.2;78.92;79.22;79.5;65.3;65.73;72.84;80.54;84.17;88.49;90.11;94.79;99.82;104.2;105.77;107.11;108.1;107.21;106.68;107.23;109.99;112.53;113.14;114.14;112.91;112.45;112.58;112.6;83.39;82.6;82.63;83.37;82.24;82.46;84.09;84,98;85,05
Белгородская область;Старый Оскол;Старый Оскол;94.9;92.96;89.85;86.73;86.48;88.71;88.71;88.83;91.47;91.72;92.82;94.18;89.28;89.81;91.94;103.13;103.71;105.34;113.39;119.58;119.58;120.53;123.16;123.38;122.17;119.01;120.59;120.59;123.48;121.52;121.52;121.93;126.85;126.85;128.61;127.6;98.46;99.69;99.91;99.58;101.43;101.04;101.33;102,72;105,86
Брянская область;Другое;Брянская область;86.67;88.07;86.6;87.24;88.62;90.64;89.04;91.32;92.56;93.08;93.72;95.66;95.67;96.91;116.85;139.94;144.88;148.02;148.02;147.15;148.22;148.98;150.75;150.08;148.23;148.63;147.32;147.61;146.7;145.68;145.69;144.83;145.16;147.85;146.79;150.05;149.77;151.66;151.37;152.89;154.42;153.17;157.97;158,01;153,28
Брянская область;Брянск;Брянск;92.35;94.3;91.48;91.48;94.12;96.89;93.99;96.83;97.9;98.6;98.6;102.1;102.66;105.37;127.35;147.58;153.16;156.61;156.61;154.49;155.4;155.4;158.99;157.39;153.62;153.62;151.03;151.03;149.72;148.0;147.48;145.67;145.16;147.86;147.86;151.23;151.46;151.46;152.8;156.55;158.36;156.08;163.19;163,19;158,09
Брянская область;Навля;Навля;78.33;79.47;79.47;79.47;76.58;80.67;81.5;84.12;87.78;87.78;87.78;83.48;76.23;71.38;86.35;103.55;110.77;115.06;109.5;112.01;112.01;114.58;113.75;112.89;115.59;115.59;116.43;113.82;112.01;112.01;112.8;115.39;120.1;126.81;116.94;123.86;118.69;120.34;124.81;125.55;122.38;120.34;124.07;130,28;125,61
Брянская область;Клинцы;Клинцы;72.56;73.22;73.64;76.09;76.09;76.09;76.32;77.83;78.84;79.3;81.95;82.68;83.83;83.83;106.49;146.68;149.25;149.25;149.25;149.25;150.58;150.58;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;147.74;144.08;144.08;147.2;147.2;149.0;147,02;147,2
Брянская область;Новозыбков;Новозыбков;92.33;92.33;93.36;94.13;94.61;95.17;95.17;95.59;96.43;96.43;96.74;97.26;97.26;97.5;103.09;108.46;113.28;120.88;125.36;127.12;129.35;134.96;138.68;142.05;143.7;147.62;149.19;154.21;154.21;154.21;156.7;156.7;159.29;164.85;162.17;169.31;169.31;186.92;180.94;173.42;173.42;176.01;174.93;174,93;160,99
Владимирская область;Другое;Владимирская область;94.08;96.34;96.03;94.21;93.97;96.8;97.75;99.35;102;105.36;106.38;103.65;102.93;107.33;158.57;177.7;177.97;175.77;174.5;166.77;171.15;169.3;164.08;163.36;166.5;162.81;160.7;158.27;157.72;158.22;155.82;157.24;157.25;159.0;160.02;162.15;169.07;165.39;166.19;167.13;165.77;169.43;169.88;168,97;166,67
Владимирская область;Владимир;Владимир;91.6;93.55;92.27;90.35;92.27;94.77;94.77;93.26;94.77;99.07;97.8;94.72;94.72;97.8;149.98;174.29;172.54;170.11;163.03;154.5;164.72;159.16;149.5;149.5;157.4;149.5;148.24;148.24;147.17;148.24;143.89;146.04;146.04;148.07;145.64;145.64;146.07;145.62;142.76;147.31;149.36;149.83;149.83;149,83;149,19
Владимирская область;Гусь-Хрустальный;Гусь-Хрустальный;92.63;97.64;98.56;96.71;94.09;96.41;96.92;95.37;97.09;100.25;96.68;99.25;103.71;107.24;140.28;152.41;168.7;170.64;170.64;170.64;170.64;177.47;181.62;180.62;183.06;186.61;179.57;175.91;175.91;174.34;164.48;166.61;166.57;171.31;180.32;182.25;186.02;181.16;184.44;185.17;194.6;196.84;192.75;189,2;170,91
Владимирская область;Ковров;Ковров;94.09;95.73;92.36;89.35;91.19;93.84;100.63;104.35;109.82;119.03;121.62;120.43;114.82;119.27;191.29;195.86;200.87;192.4;197.94;182.37;182.68;179.48;173.15;171.16;166.05;168.65;164.37;156.82;156.63;156.43;160.04;160.79;163.76;156.19;156.71;164.53;174.49;166.08;174.1;164.71;155.84;166.82;172.06;175,17;177,26
Владимирская область;Муром;Муром;100.78;102.93;107.59;107.34;101.01;105.08;102.08;110.46;113.26;108.02;115.29;108.73;108.84;116.79;152.93;179.71;170.68;173.68;177.95;176.52;173.97;177.6;178.95;178.09;179.44;174.78;175.79;173.9;173.9;174.96;174.7;174.7;171.49;181.25;186.58;187.61;208.32;202.83;202.98;206.88;199.72;203.68;202.41;196,36;194,14
Воронежская область;Другое;Воронежская область;85.94;86.87;86.95;87.33;87.86;88.13;89.42;90.08;86.6;82.7;92.18;88.16;96.34;96.31;114.2;130.01;136.26;135.19;135.26;134.92;138.78;139.09;139.5;140.24;143.15;142.54;141.95;141.99;143.91;145.96;144.43;144.5;145.7;145.77;143.02;146.59;146.86;144.84;136.6;145.76;142.55;150.81;148.73;150,66;134,43
Воронежская область;Воронеж;Воронеж;87.79;88.29;88.29;88.91;89.92;89.92;92.02;92.11;87.07;82.89;95.51;90.45;100.3;101.31;119.98;132.73;142.69;140.53;140.64;136.34;141.0;141.0;141.0;142.08;147.49;145.92;144.7;147.55;147.04;151.38;148.55;150.45;152.33;156.28;151.43;157.3;154.51;156.13;146.37;157.58;154.23;157.8;152.4;157,69;139,61
Воронежская область;Борисоглебск;Борисоглебск;83.18;85.76;86.17;86.17;86.17;86.17;86.17;86.74;86.74;86.74;86.74;87.98;90.01;90.01;101.06;137.19;137.74;139.0;139.0;139.0;143.86;143.86;145.86;146.24;142.88;142.88;142.88;138.37;144.87;141.35;141.35;135.15;137.78;131.76;129.28;122.48;137.78;125.18;117.75;125.4;126.03;151.34;152.33;149,79;130,17
Воронежская область;Россошь;Россошь;82.76;83.26;83.26;83.26;82.72;84.22;84.22;86.92;84.82;77.47;86.98;80.55;89.98;86.33;109.32;112.63;112.63;112.63;112.63;125.43;125.43;127.17;127.17;127.17;130.3;132.07;132.87;128.39;133.63;133.63;134.67;134.67;132.58;126.24;129.55;135.18;131.66;127.8;123.46;127.73;121.63;129.28;134.57;130,22;122,51
Ивановская область;Другое;Ивановская область;98.22;96.45;100.19;103.42;104.7;105;102.97;104.15;106.42;106.16;104.1;108.81;102.16;108.93;134.41;140.83;154.51;154.51;154.24;155.6;155.12;154.13;140.32;153.74;153.89;154.92;154.21;154.57;155.85;152.08;147.79;156.3;157.75;149.59;150.44;146.21;133.15;134.37;133.29;138.31;131.16;139.25;130.61;137,78;127,76
Ивановская область;Иваново;Иваново;100.11;100.45;102.44;107.65;109.48;109.48;106.86;106.86;106.86;108.83;109.25;110.38;106.2;115.11;140.07;148.65;163.83;163.83;162.6;164.43;163.72;162.26;144.46;161.7;163.3;162.92;164.97;162.92;164.8;159.37;150.4;163.19;163.19;153.58;151.8;148.33;126.22;125.79;124.2;131.59;124.2;131.59;124.2;131,59;121,35
Ивановская область;Кинешма;Кинешма;94.21;87.96;95.4;94.43;94.55;95.49;94.71;98.4;105.48;100.49;93.17;105.48;93.57;95.81;122.39;124.22;134.71;134.71;136.46;136.84;136.84;136.84;131.53;136.84;133.88;137.92;131.35;136.84;136.84;136.6;142.23;141.67;146.2;141.12;147.55;141.71;147.88;152.6;152.6;152.6;145.96;155.54;144.22;150,93;141,39
Калужская область;Другое;Калужская область;72.51;73.19;76.2;77.42;73.04;75.77;72.74;78.25;77.78;78.61;81.97;76.14;77.15;79.95;102.37;123.21;119.63;121.5;132.78;130.1;129.47;126.89;131.91;129.52;129.95;129.64;127.65;128.15;129.43;123.91;131.11;128.56;133.0;132.56;133.97;132.9;123.97;126.66;119.93;125.63;124.36;125.58;126.28;125,59;123,96
Калужская область;Калуга;Калуга;61.27;61.09;68.01;69.61;64.47;67.56;64.38;69.83;67.47;66.6;71.7;62.49;62.49;67.56;79.63;111.71;103.5;104.34;122.39;118.91;114.18;110.74;116.7;116.6;116.6;117.91;114.13;119.55;120.99;115.26;121.48;113.98;123.31;117.45;120.63;120.63;105.67;107.12;96.02;104.2;102.25;102.43;104.22;105;102,79
Калужская область;Людиново;Людиново;76.38;81.17;80.29;82.38;79.61;81.85;74.11;88.38;90.13;95.95;99.21;93.89;100.02;100.02;101.59;127.07;132.91;137.88;135.59;126.84;135.59;135.74;141.64;140.77;139.25;137.04;137.88;133.19;136.18;136.18;142.75;152.02;146.84;150.28;151.8;146.97;145.65;147.37;141.97;145.82;144.65;144.6;149.36;146,76;145,32
Калужская область;Обнинск;Обнинск;92.21;92.21;89.81;89.81;85.97;88.27;88.27;88.82;90.77;92.05;92.05;92.54;92.54;92.54;147.22;143.43;143.43;145.52;151.45;153.81;155.77;153.29;155.96;148.25;150.65;148.25;148.13;142.02;142.02;133.7;143.19;143.46;143.91;151.82;149.69;148.72;147.16;152.85;153.85;155.79;155.79;159.79;156.02;153,54;152,94
Костромская область;Другое;Костромская область;107.11;109.5;109.87;110.96;111.64;111.4;114.09;115.64;117.19;117.19;109.23;111.19;112.58;120.53;148.39;168.68;168.57;171.34;172.28;167.73;169.71;174.24;172.74;171.39;170.28;169.35;166.61;168.53;169.69;167.23;173.15;171.37;170.2;166.81;171.74;173.47;148.26;146.47;146.47;147.79;147.79;147.79;145.98;145,98;147,35
Костромская область;Кострома;Кострома;107.11;109.5;109.87;110.96;111.64;111.4;114.09;115.64;117.19;117.19;109.23;111.19;112.58;120.53;148.39;168.68;168.57;171.34;172.28;167.73;169.71;174.24;172.74;171.39;170.28;169.35;166.61;168.53;169.69;167.23;173.15;171.37;170.2;166.81;171.74;173.47;148.26;146.47;146.47;147.79;147.79;147.79;145.98;145,98;147,35
Курская область;Другое;Курская область;66.08;65.39;64.08;65.57;65.93;64.98;66.21;66.72;67.54;65.4;63.43;67.73;69.37;72.03;76.8;91.14;94.46;99.36;101.23;101.11;101.69;95.6;97.28;99.84;104.95;100.32;104.54;99.74;102.83;101.32;100.8;103.11;103.68;107.06;106.31;105.1;95.66;95.69;94.97;93.89;93.75;91.91;94.63;92,89;96,12
Курская область;Курск;Курск;69.84;68.85;66.82;68.76;69.09;67.87;69.45;70.53;71.18;68.38;65.8;71.1;72.73;75.75;80.12;97.21;99.44;102.71;105.44;105.44;106.07;96.84;99.36;102.68;109.77;103.84;108.84;102.12;106.6;104.42;103.16;107.03;107.49;111.84;110.86;109.03;100.96;101.41;99.67;98.77;98.34;95.57;98.0;96,37;100,85
Курская область;Железногорск;Железногорск;51.85;51.85;52.78;53.39;52.96;52.04;52.62;53.14;53.46;52.62;53.46;54.49;55.58;57.51;62.69;68.94;74.93;85.38;85.95;85.95;85.95;85.95;85.95;86.1;86.1;82.13;85.36;86.1;86.1;86.1;85.95;87.48;86.1;87.28;89.38;88.36;73.67;73.0;73.68;70.71;70.43;72.77;75.83;74,49;73,03
Курская область;Обоянь;Обоянь;70.01;70.01;69.17;69.17;71.54;72.7;72.7;68.65;72.04;72.04;68.2;72.41;75.33;76.86;83.92;95.56;101.2;105.91;104.08;102.72;104.2;108.61;107.68;109.85;111.32;115.44;115.83;113.15;112.55;112.82;117.27;109.08;115.15;116.04;110.31;113.59;105.73;104.1;108.09;110.14;112.54;108.21;112.5;108,84;113,25
Липецкая область;Другое;Липецкая область;73.9;74.56;75.39;76.01;77.74;78;79.14;79.54;80.08;83.75;84.58;83.87;83.33;84.82;97.02;109.35;114.9;117.61;117.52;118.89;117.93;119.91;117.83;119.03;120.9;120.64;119.28;120.43;123.11;121.36;123.32;120.78;125.43;125.41;126.52;124.88;97.61;97.57;97.09;98.81;99.09;99.07;100.56;101,11;99,8
Липецкая область;Липецк;Липецк;73.92;74.55;75.12;75.38;77.93;78.3;79.34;79.07;79.32;83.89;85.06;84.05;83.3;85.4;100.01;113.84;118.25;118.55;118.42;120.36;119.35;122.14;118.2;118.31;120.12;119.04;117.12;118.75;122.53;120.06;122.82;119.24;125.01;124.98;126.54;124.08;91.05;91.07;90.39;92.36;92.2;92.17;93.92;94,19;92,33
Липецкая область;Елец;Елец;73.86;74.58;76.04;77.55;77.27;77.27;78.65;80.67;81.92;83.42;83.42;83.42;83.42;83.42;89.75;98.43;106.74;115.32;115.32;115.32;114.49;114.49;116.93;120.79;122.81;124.53;124.53;124.53;124.53;124.53;124.53;124.53;126.46;126.46;126.46;126.81;113.57;113.38;113.38;114.51;115.84;115.84;116.69;117,95;117,95
Московская область;Другое;Московская область;90.05;91.76;92.38;92.65;91.98;93.39;94.53;95.06;96.72;97.45;98.37;99.16;101.39;103.46;120.68;140.11;141.4;141.11;142.15;140.93;143.1;143.35;144.31;146.03;147.41;146.7;145.63;144.3;144.72;145.23;145.73;146.9;148.84;152.7;150.8;153.45;150.5;150.71;150.36;150.76;148.59;147.13;151.59;149,71;152,45
Московская область;Воскресенск;Воскресенск;86.89;87.26;83.56;82.4;85.13;91.98;100.18;100.04;101.17;100.93;103.6;104.08;102.57;107.06;141.21;184.3;165.35;157.34;156.79;148.05;148.04;148.04;146.94;143.08;144.29;139.13;142.89;143.99;147.05;142.45;145.96;149.21;143.34;150.09;145.03;150.61;152.76;150.84;146.72;145.74;142.96;148.22;155.99;146,81;151,17
Московская область;Сергиев Посад;Сергиев Посад;97.58;97.61;96.45;98.06;101.7;104.14;104.75;105.1;106.74;100.11;100.67;101.1;105.7;105.59;108.34;131.36;138.94;139.97;140.36;147.86;146.36;153.03;152.7;153.63;149.6;148.95;148.67;143.17;143.48;145.6;146.21;150.81;150.08;146.57;144.68;150.0;149.46;147.51;143.71;145.03;145.17;146.67;142.1;137,04;137,82
Московская область;Истра;Истра;97.58;98.37;98.08;98.14;96.59;94.46;95.59;98.5;99.63;102.71;101.78;102.27;110.17;114.85;161.43;174.59;169.8;171.54;168.34;167.63;167.59;161.29;158.8;168.93;169.16;166.14;166.53;169.1;167.17;162.37;164.54;163.52;168.49;171.15;167.62;160.95;165.47;172.04;169.72;166.24;161.87;168.19;163.43;168,07;172,91
Московская область;Клин;Клин;91.24;82.68;98.73;95.82;91.71;98.41;102.82;97.86;103.84;101.93;99.76;100.65;103.78;111.86;121.59;153.15;152.18;150.08;141.97;139.9;140.98;145.77;143.41;138.87;139.46;139.67;138.44;142.68;144.86;145.24;139.53;140.34;138.83;145.56;146.9;144.45;144.37;138.37;148.67;144.53;144.41;141.5;145.16;143,36;148,5
Московская область;Красногорск;Красногорск;85.71;88;88.11;89.02;88.82;88.82;88.82;89.9;91.79;94.79;95;95.48;97.64;98.48;102.87;107.23;114.35;117.34;117.49;119.99;126.9;131.76;134.14;135.37;134.79;136.92;137.89;137.21;134.37;134.6;134.25;134.01;134.5;135.02;138.37;138.86;140.51;142.99;142.33;145.74;144.36;142.05;143.39;142,8;142,28
Московская область;Люберцы;Люберцы;109.05;114.83;115.13;116.08;109.89;112.11;110.57;113.41;117.56;120.62;123.35;124.31;124.17;127.94;150.09;170.12;163.66;161.49;161.92;154.88;165.55;160.06;163.64;173.72;177.22;175.91;173.36;167.19;167.78;165.17;167.09;166.43;181.9;189.76;178.31;185.85;;;;;;;;;
Московская область;Ногинск;Ногинск;78.56;83.56;85.72;90.15;91.66;91.66;91.66;92.03;91.04;92.52;90.73;91.77;107.94;111.47;131.74;145.27;166.53;168.96;168.96;162.0;152.92;150.22;150.22;152.92;153.74;146.27;141.61;138.02;138.11;142.41;139.79;148.51;151.45;151.45;141.72;141.72;;;;;;;;;
Московская область;Одинцово;Одинцово;80.1;80.2;82.04;83.01;81.99;78.05;80.1;77.66;80.82;81.1;80.31;83.57;86.84;88.48;113.91;128.29;129.76;132.01;134.42;128.14;128.16;128.26;130.1;130.64;133.6;128.55;130.98;138.13;145.08;151.92;156.69;172.29;165.02;170.56;171.96;182.33;184.31;178.18;185.41;168.55;173.11;180.42;188.03;189,79;188,27
Московская область;Павловский Посад;Павловский Посад;76.19;80.44;82.99;86.71;87.86;93.14;94.39;97.29;97.28;99.05;99.81;105.49;101.6;102.58;106.22;130.16;142.94;140.87;147.53;152.56;152.56;133.61;131.46;133.75;128.96;132.87;133.46;123.82;122.9;121.25;117.99;118.9;120.89;123.91;125.59;121.34;;;;;;;;;
Московская область;Раменское;Раменское;91.9;92.81;92.15;90.22;85.41;88.91;88.13;89.26;88.57;89.57;91.58;93.26;94.2;93.76;116.4;134.18;135.18;136.47;143.57;149.18;148.4;143.63;145.26;146.08;146.27;146.0;144.01;138.93;137.62;137.25;140.45;141.45;140.39;151.71;147.03;153.12;152.89;154.21;155.69;157.81;160.81;153.48;150.44;148,26;147,35
Московская область;Ступино;Ступино;90.87;90.87;87.68;87.57;89.2;90.67;94.51;94.44;94.91;94.88;95.1;95.93;96.12;98.56;118.33;168.25;180.73;172.95;172.27;172.27;175.52;175.52;171.43;164.0;164.0;168.15;131.47;133.6;135.45;142.52;143.53;146.58;150.55;146.52;148.62;163.66;;;;;;;;;
Московская область;Орехово-Зуево;Орехово-Зуево;64.49;64.35;64.42;63.82;64.53;64.44;64.7;64.71;64.62;64.7;66.51;67.49;73.67;74.37;87.54;99.25;101.2;100.06;102.12;103.66;107.63;104.85;107.84;111.52;109.58;111.62;113.93;108.74;108.49;111.65;113.84;112.42;111.5;108.47;109.2;110.17;109.7;110.22;112.94;112.65;110.22;111.71;117.07;119,83;118,43
Московская область;Подольск;Подольск;93.02;94.15;95.03;95.03;95.26;95.62;96.62;98.04;98.04;99.7;101.16;102.28;102.1;102.75;105.64;128.58;135.32;133.54;139.49;137.61;141.38;144.37;147.16;146.04;144.18;143.62;145.39;143.44;144.94;143.2;144.94;135.94;134.78;139.47;142.81;139.03;137.25;140.67;137.79;133.58;138.7;132.68;144.73;142,25;143,93
Московская область;Серпухов;Серпухов;95.54;101.66;96.93;94.44;98.22;96.75;100.5;101.35;103.21;103.45;103.02;103.37;101.88;103.83;133.62;158.28;158.69;157.23;158.27;160.65;153.58;156.38;157.54;156.05;156.11;155.21;159.49;158.57;158.68;158.4;159.56;158.4;166.2;170.66;173.62;164.71;171.52;172.1;175.59;180.98;157.62;163.49;166.33;167,15;167,96
Московская область;Электросталь;Электросталь;76.09;78.27;79.82;80.06;83.99;88.11;88.51;88.2;87.27;86.35;90.62;83.88;86.01;87.18;115.39;131.42;121.89;124.86;122.02;120.21;116.4;123.34;118.21;120.42;145.05;151.13;141.21;145.29;140.92;145.48;131.98;124.3;130.01;133.55;130.93;130.93;;;;;;;;;
Орловская область;Другое;Орловская область;81.91;82.01;79.44;78.65;78.1;79.91;79.23;81.31;80.87;85.91;82.29;88.03;84.88;86.06;101.99;121.54;129.75;129.33;130.75;130.19;130.85;131.38;131.99;132.72;142.31;140.71;138.57;137.26;138.81;138.77;137.39;136.07;133.84;137.98;139.9;143.51;111.51;112.3;113.87;108.23;106.13;109.16;113.11;108,98;106,16
Орловская область;Орёл;Орёл;90.68;90.68;84.25;84.14;84.14;85.23;85.65;86.2;88.07;96.92;89.5;96.92;90.94;90.74;105.71;111.97;121.18;119.89;125.81;125.81;127.17;127.17;127.17;127.17;142.09;142.09;142.09;140.55;141.73;144.49;144.49;139.04;134.42;139.33;140.72;146.98;125.23;127.72;128.57;118.79;115.56;118.56;124.69;117,24;115,75
Орловская область;Ливны;Ливны;67.58;68.07;68.3;68.3;68.3;68.3;68.54;69.2;69.2;69.2;71.2;71.2;71.68;72.15;93.85;150.0;156.95;157.63;147.95;151.3;150.38;148.38;157.03;160.27;159.59;151.58;147.13;147.13;147.87;139.12;137.66;141.17;142.88;144.23;146.92;145.57;97.64;98.25;99.19;98.77;98.3;97.89;97.34;98,41;99,47
Орловская область;Мценск;Мценск;67.61;67.61;75.23;71.25;68.19;74.5;69.01;77.9;69.01;66.54;69.75;76.09;78.67;85.38;98.21;122.9;129.05;130.42;128.63;121.82;121.82;126.98;120.75;121.23;123.88;123.88;116.95;114.95;118.7;118.7;112.64;120.15;121.82;126.36;129.28;129.28;79.68;74.79;79.57;82.36;82.33;89.32;90.72;92,28;80,58
Рязанская область;Другое;Рязанская область;86.88;89.56;93.19;93.64;93.68;92.85;94.89;97.53;100.02;102.36;98.73;102.22;104.84;103.05;120.09;138.89;148.97;146.68;145.87;147.55;149.61;149.23;151.48;151.44;153.6;155.09;154.52;155.21;155.33;155.17;154.86;155.46;156.12;156.42;152.07;155.44;143.51;146.84;147.79;143.29;145.06;146.3;146.4;145,1;146,89
Рязанская область;Рязань;Рязань;94.14;97.58;101.43;101.43;101.43;100.62;100.26;105.75;109.49;111.31;105.89;111.47;117.13;112.68;122.32;145.53;152.65;150.09;148.49;148.49;152.02;151.33;154.96;155.39;159.73;161.86;162.03;162.78;162.98;162.71;161.71;161.63;162.95;163.5;159.77;163.6;141.99;144.26;144.5;140.17;143.62;143.49;145.34;145,92;150,37
Рязанская область;Касимов;Касимов;67.62;66.95;68.5;70.74;70.74;70.74;75.3;75.86;76.69;78.37;77.51;77.51;77.71;78.17;111.77;139.93;154.19;154.19;154.19;154.19;154.19;152.44;150.89;149.03;147.07;145.05;142.92;140.81;140.81;140.81;140.81;144.9;141.63;144.93;142.34;149.49;149.49;149.95;151.72;141.61;152.86;163.59;158.86;151,22;148,61
Рязанская область;Сасово;Сасово;87.38;92.78;100.62;102.24;103.88;98.88;104.81;102.96;104.71;108.5;106.43;106.43;106.94;106.94;133.29;130.16;159.18;156.3;157.52;158.99;158.99;161.79;161.79;161.79;161.24;160.33;158.15;158.15;158.15;158.15;158.15;158.15;156.75;158.93;156.77;156.77;159.97;161.96;164.94;167.71;174.63;174.63;174.83;174,83;174,83
Рязанская область;Скопин;Скопин;78.62;79.9;81.91;81.38;80.49;81.65;87.63;84.55;84.46;88.49;87.77;89.31;84.18;89.07;110.82;118.28;122.1;118.83;118.83;128.87;128.87;128.87;131.36;131.36;131.36;135.72;135.03;138.95;138.95;138.95;140.75;140.75;144.45;139.28;129.15;129.15;131.83;142.98;144.34;139.95;122.23;119.72;118.18;115,5;113,05
Смоленская область;Другое;Смоленская область;98.24;91.59;90.01;90.42;93.18;94.05;94.95;92.7;86.71;86.19;98.64;93.29;98.53;104.28;132.91;151.05;154.64;157.65;156.86;157.0;159.15;163.07;163.73;164.22;156.86;157.05;151.78;152.51;157.44;156.64;153.04;159.2;160.48;163.01;160.9;155.23;116.88;116.43;114.73;111.8;108.12;109.69;118.09;113,43;117,13
Смоленская область;Смоленск;Смоленск;120.69;106.32;105.09;101.63;109.55;109.14;112.67;106.12;97.58;100.16;124.77;113.1;116.84;128.99;163.97;172.57;173.35;185.17;185.17;185.48;188.27;193.54;191.16;193.54;182.1;182.1;173.66;180.05;189.38;189.38;182.79;193.92;192.27;193.57;192.25;178.52;133.34;129.95;128.79;121.49;113.9;118.44;135.29;126,23;122,51
Смоленская область;Гагарин;Гагарин;69.98;69.57;69.96;69.96;64.68;73.15;69.92;69.22;59.83;68.93;65.6;69.11;82.17;82.14;103.49;128.37;131.32;130.09;133.19;133.19;132.14;129.84;140.9;142.39;128.16;131.63;126.28;123.78;124.16;121.48;122.36;123.32;126.8;129.53;129.53;140.73;96.04;89.23;102.5;102.5;101.33;100.63;103.28;100,57;101,29
Смоленская область;Рославль;Рославль;92.73;92.73;97.49;97.49;96.09;98.46;98.46;98.46;99.66;81.91;82.05;84.34;85.8;87.2;113.04;145.87;157.28;154.14;149.79;149.79;149.79;157.58;157.58;157.58;159.26;154.43;148.56;145.1;146.09;146.09;146.09;150.64;152.48;154.76;158.04;152.38;115.88;120.95;111.24;120.95;113.53;109.87;112.48;108,57;129,65
Смоленская область;Ярцево;Ярцево;72.05;72.29;61.27;72.29;73.46;69.35;68.14;73;68.68;70.52;79.21;73.92;80.21;79.49;101.4;121.99;124.77;115.84;113.48;113.48;119.12;120.9;120.9;116.27;115.42;118.69;122.13;115.9;117.91;115.83;112.01;111.9;118.03;123.81;112.01;112.01;87.62;93.63;88.71;81.83;91.13;91.95;87.65;92,81;99,83
Тамбовская область;Другое;Тамбовская область;76.4;76.89;78.38;78.98;80.53;83.13;83.13;83.94;85.82;86.87;90.29;92.03;92.93;94.14;104.94;108.6;113.61;117.81;118.52;120.35;116.07;121.05;122.29;124.09;122.76;122.68;125.38;122.33;123.25;116.27;119.49;118.68;116.31;122.19;117.32;119.93;122.8;122.4;121.51;127.51;118.48;123.35;118.27;119,2;124,81
Тамбовская область;Тамбов;Тамбов;80.05;80.84;82.24;82.66;84.39;88.62;88.62;89.95;93.01;94.71;97.65;99.03;99.03;100.7;112.37;117.56;122.94;130.06;130.06;129.39;122.41;130.52;130.52;132.62;129.86;125.95;129.52;124.55;126.05;118.02;119.92;118.61;122.89;125.77;120.48;120.48;125.61;126.03;121.76;133.06;127.6;127.6;126.04;126,04;134,01
Тамбовская область;Мичуринск;Мичуринск;70.6;70.6;72.23;73.12;74.39;74.39;74.39;74.39;74.39;74.39;78.57;80.89;83.22;83.71;93.12;94.34;98.76;98.33;100.16;105.98;105.98;105.98;109.19;110.52;111.46;117.48;118.8;118.8;118.8;113.49;118.8;118.8;105.85;116.49;112.3;119.05;118.51;116.86;121.12;119.05;104.57;116.87;106.42;108,76;110,79
Тверская область;Другое;Тверская область;87.96;93.09;88.21;92.13;92.51;89.45;90.98;97.49;94.12;93.16;93.07;96.75;98.41;101.52;113.24;132.63;135.28;135.35;135.69;137.96;138.73;135.87;134.22;139.72;143.6;144.48;145.02;144.09;144.34;142.22;138.11;140.04;143.91;147.71;149.73;145.77;137.89;138.66;135.82;138.33;139.12;135.26;136.82;133,95;137,36
